שם_ישוב,גיל_0_5,,גיל_6_18,,גיל_19_45,,גיל_46_55,,גיל_56_64,,גיל_65_פלוס,,"סה""כ",,AND,עירוני/ כפרי,מגזר,פריפריה/ מרכז,נפה/ מועצה,נפה,סמל_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,
"יד רמב""ם",119,0,246,0,411,0,152,0,114,0,169,0,"1,211",0,0,כפרי,יהודי,מרכז,גזר ,רמלה ,64,43,רמלה ,43,רמלה ,30,גזר ,
סתריה,84,0,240,0,332,0,159,0,119,0,184,0,"1,118",0,0,כפרי,יהודי,מרכז,גזר ,רמלה ,610,43,רמלה ,43,רמלה ,30,גזר ,
נצר סרני,145,0,262,0,346,0,126,0,47,0,186,0,"1,112",0,0,כפרי,יהודי,מרכז,גזר ,רמלה ,435,43,רמלה ,43,רמלה ,30,גזר ,
ישרש,110,0,207,0,372,0,122,0,110,0,125,0,"1,046",0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,828,43,רמלה ,43,רמלה ,30,גזר ,
פתחיה,115,0,176,0,318,0,103,0,92,0,121,0,925,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,839,43,רמלה ,43,רמלה ,30,גזר ,
כפר שמואל,81,0,236,0,282,0,138,0,52,0,117,0,906,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,743,43,רמלה ,43,רמלה ,30,גזר ,
יציץ,104,0,163,0,286,0,93,0,92,0,108,0,846,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,759,43,רמלה ,43,רמלה ,30,גזר ,
כפר בן נון,80,0,213,0,249,0,126,0,59,0,110,0,837,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,2010,43,רמלה ,43,רמלה ,30,גזר ,
פדיה,69,0,159,0,299,0,97,0,86,0,113,0,823,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,838,43,רמלה ,43,רמלה ,30,גזר ,
רמות מאיר,45,0,181,0,211,0,134,0,86,0,115,0,772,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,735,43,רמלה ,43,רמלה ,30,גזר ,
בית עוזיאל,51,0,167,0,220,0,102,0,76,0,83,0,699,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,301,43,רמלה ,43,רמלה ,30,גזר ,
משמר איילון,58,0,164,0,208,0,72,0,42,0,88,0,632,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,670,43,רמלה ,43,רמלה ,30,גזר ,
גזר,44,0,72,0,216,0,28,0,55,0,127,0,542,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,370,43,רמלה ,43,רמלה ,30,גזר ,
גני הדר,30,0,89,0,129,0,63,0,41,0,53,0,405,0,0,כפרי,#N/A,מרכז,גזר ,רמלה ,1103,43,רמלה ,43,רמלה ,30,גזר ,
"כפר ביל""ו",98,0,240,0,368,0,149,0,134,0,195,0,"1,184",0,0,כפרי,#N/A,מרכז,גזר ,רחובות ,177,44,רחובות ,44,רחובות ,30,גזר ,
גני יוחנן,54,0,142,0,217,0,91,0,68,0,124,0,696,0,0,כפרי,#N/A,מרכז,גזר ,רחובות ,862,44,רחובות ,44,רחובות ,30,גזר ,
יד בנימין,517,0,"1,523",0,"1,530",0,527,0,186,0,163,0,"4,446",0,0,כפרי,יהודי חרדי,מרכז,נחל שורק ,רחובות ,577,44,רחובות ,44,רחובות ,31,נחל שורק ,
בני ראם,135,0,354,0,493,0,191,0,102,0,130,0,"1,405",0,0,כפרי,#N/A,מרכז,נחל שורק ,רחובות ,588,44,רחובות ,44,רחובות ,31,נחל שורק ,
בית חלקיה,185,0,361,0,335,0,54,0,36,0,56,0,"1,027",0,0,כפרי,יהודי חרדי,מרכז,נחל שורק ,רחובות ,2033,44,רחובות ,44,רחובות ,31,נחל שורק ,
גני טל,154,0,370,0,298,0,67,0,14,0,84,0,987,0,0,כפרי,#N/A,מרכז,נחל שורק ,רחובות ,1371,44,רחובות ,44,רחובות ,31,נחל שורק ,
יסודות,149,0,315,0,235,0,38,0,13,0,61,0,811,0,0,כפרי,יהודי חרדי,מרכז,נחל שורק ,רחובות ,440,44,רחובות ,44,רחובות ,31,נחל שורק ,
חפץ חיים,103,0,214,0,234,0,46,0,29,0,65,0,691,0,0,כפרי,יהודי דתי,מרכז,נחל שורק ,רחובות ,363,44,רחובות ,44,רחובות ,31,נחל שורק ,
נצר חזני,95,0,189,0,196,0,31,0,26,0,40,0,577,0,0,כפרי,יהודי חרדי,מרכז,נחל שורק ,רחובות ,1372,44,רחובות ,44,רחובות ,31,נחל שורק ,
עשרת,52,0,198,0,326,0,152,0,170,0,205,0,"1,103",0,0,כפרי,יהודי,מרכז,גדרות ,רחובות ,591,44,רחובות ,44,רחובות ,32,גדרות ,
כפר אביב,65,0,202,0,250,0,117,0,69,0,124,0,827,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,857,44,רחובות ,44,רחובות ,32,גדרות ,
משגב דב,50,0,190,0,224,0,130,0,57,0,99,0,750,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,765,44,רחובות ,44,רחובות ,32,גדרות ,
מישר,50,0,191,0,215,0,102,0,47,0,116,0,721,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,731,44,רחובות ,44,רחובות ,32,גדרות ,
כפר מרדכי,44,0,185,0,197,0,97,0,57,0,115,0,695,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,764,44,רחובות ,44,רחובות ,32,גדרות ,
גן הדרום,41,0,154,0,165,0,78,0,28,0,77,0,543,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,1072,44,רחובות ,44,רחובות ,32,גדרות ,
שדמה,26,0,98,0,166,0,78,0,59,0,84,0,511,0,0,כפרי,#N/A,מרכז,גדרות ,רחובות ,555,44,רחובות ,44,רחובות ,32,גדרות ,
שתולים,211,0,440,0,775,0,238,0,247,0,196,0,"2,107",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,763,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
שדה עוזיהו,175,0,367,0,550,0,156,0,138,0,165,0,"1,551",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,739,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
עזריקם,137,0,338,0,527,0,148,0,146,0,148,0,"1,444",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,817,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
חצב,124,0,345,0,443,0,156,0,121,0,165,0,"1,354",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,700,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
באר טוביה,94,0,368,0,386,0,186,0,109,0,156,0,"1,299",0,0,כפרי,יהודי,פריפריה,באר טוביה ,אשקלון ,155,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
ביצרון,82,0,282,0,386,0,178,0,109,0,195,0,"1,232",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,234,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
כפר ורבורג,83,0,295,0,394,0,186,0,91,0,168,0,"1,217",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,320,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
ינון,125,0,257,0,428,0,143,0,134,0,126,0,"1,213",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,2011,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
בית עזרא,95,0,199,0,383,0,134,0,132,0,162,0,"1,105",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,756,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
חצור-אשדוד,99,0,211,0,319,0,114,0,54,0,238,0,"1,035",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,406,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
אמונים,86,0,223,0,323,0,154,0,103,0,129,0,"1,018",0,0,כפרי,יהודי,פריפריה,באר טוביה ,אשקלון ,772,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
גבעתי,114,0,244,0,344,0,108,0,82,0,123,0,"1,015",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,793,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
ערוגות,75,0,262,0,311,0,153,0,69,0,138,0,"1,008",0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,593,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
תלמי יחיאל,74,0,216,0,330,0,121,0,81,0,104,0,926,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,727,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
אביגדור,88,0,209,0,266,0,116,0,78,0,140,0,897,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,819,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
כפר אחים,86,0,205,0,272,0,96,0,61,0,106,0,826,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,690,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
תימורים,54,0,130,0,276,0,103,0,120,0,127,0,810,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,163,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
ניר בנים,53,0,175,0,261,0,100,0,100,0,107,0,796,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,553,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
עזר,58,0,135,0,290,0,75,0,144,0,87,0,789,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,1149,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
נווה מבטח,56,0,164,0,205,0,113,0,43,0,102,0,683,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,827,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
אורות,36,0,117,0,182,0,69,0,77,0,119,0,600,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,2012,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
מחנה מרים,58,0,44,0,87,0,0,0,0,0,0,0,189,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,1414,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
אחווה,4,0,11,0,42,0,6,0,26,0,97,0,186,0,0,כפרי,#N/A,פריפריה,באר טוביה ,אשקלון ,1157,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
כנות,11,0,11,0,21,0,1,0,7,0,7,0,58,0,0,כפרי,יהודי,פריפריה,באר טוביה ,אשקלון ,2006,61,אשקלון ,61,אשקלון ,33,באר טוביה ,
מרכז שפירא,402,0,778,0,937,0,221,0,207,0,265,0,"2,810",0,0,כפרי,יהודי דתי,פריפריה,שפיר ,אשקלון ,1098,61,אשקלון ,61,אשקלון ,34,שפיר ,
אבן שמואל,215,0,698,0,646,0,228,0,76,0,128,0,"1,991",0,0,כפרי,יהודי דתי,פריפריה,שפיר ,אשקלון ,400,61,אשקלון ,61,אשקלון ,34,שפיר ,
אלומה,322,0,545,0,493,0,52,0,59,0,45,0,"1,516",0,0,כפרי,יהודי חרדי,פריפריה,שפיר ,אשקלון ,1145,61,אשקלון ,61,אשקלון ,34,שפיר ,
שפיר,119,0,280,0,310,0,113,0,51,0,84,0,957,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,692,61,אשקלון ,61,אשקלון ,34,שפיר ,
עין צורים,120,0,243,0,297,0,50,0,31,0,112,0,853,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,622,61,אשקלון ,61,אשקלון ,34,שפיר ,
זרחיה,90,0,205,0,297,0,76,0,65,0,71,0,804,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,818,61,אשקלון ,61,אשקלון ,34,שפיר ,
זבדיאל,96,0,183,0,257,0,54,0,63,0,76,0,729,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,815,61,אשקלון ,61,אשקלון ,34,שפיר ,
איתן,117,0,181,0,259,0,51,0,48,0,62,0,718,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,37,61,אשקלון ,61,אשקלון ,34,שפיר ,
משואות יצחק,81,0,169,0,222,0,56,0,45,0,123,0,696,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,620,61,אשקלון ,61,אשקלון ,34,שפיר ,
שלווה,85,0,139,0,240,0,61,0,55,0,73,0,653,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,873,61,אשקלון ,61,אשקלון ,34,שפיר ,
רווחה,76,0,126,0,201,0,69,0,59,0,84,0,615,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,2051,61,אשקלון ,61,אשקלון ,34,שפיר ,
קוממיות,66,0,189,0,123,0,30,0,32,0,74,0,514,0,0,כפרי,יהודי חרדי,פריפריה,שפיר ,אשקלון ,766,61,אשקלון ,61,אשקלון ,34,שפיר ,
נועם,39,0,101,0,155,0,60,0,43,0,59,0,457,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,15,61,אשקלון ,61,אשקלון ,34,שפיר ,
עוזה,45,0,74,0,129,0,53,0,71,0,75,0,447,0,0,כפרי,#N/A,פריפריה,שפיר ,אשקלון ,826,61,אשקלון ,61,אשקלון ,34,שפיר ,
כפר מנחם,77,0,430,0,360,0,324,0,97,0,168,0,"1,456",0,0,כפרי,יהודי,פריפריה,יואב ,אשקלון ,274,61,אשקלון ,61,אשקלון ,35,יואב ,
נגבה,71,0,293,0,314,0,169,0,57,0,193,0,"1,097",0,0,כפרי,יהודי,פריפריה,יואב ,אשקלון ,315,61,אשקלון ,61,אשקלון ,35,יואב ,
גת (קיבוץ),77,0,281,0,290,0,151,0,46,0,172,0,"1,017",0,0,כפרי,יהודי,פריפריה,יואב ,אשקלון ,340,61,אשקלון ,61,אשקלון ,35,יואב ,
רבדים,57,0,251,0,265,0,163,0,80,0,135,0,951,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,564,61,אשקלון ,61,אשקלון ,35,יואב ,
"כפר הרי""ף",62,0,219,0,280,0,141,0,74,0,109,0,885,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,888,61,אשקלון ,61,אשקלון ,35,יואב ,
נחלה,81,0,189,0,260,0,78,0,69,0,77,0,754,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,2045,61,אשקלון ,61,אשקלון ,35,יואב ,
גלאון,67,0,193,0,211,0,84,0,47,0,147,0,749,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,393,61,אשקלון ,61,אשקלון ,35,יואב ,
בית ניר,29,0,185,0,212,0,128,0,59,0,88,0,701,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,16,61,אשקלון ,61,אשקלון ,35,יואב ,
שדה יואב,71,0,194,0,222,0,79,0,49,0,69,0,684,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,293,61,אשקלון ,61,אשקלון ,35,יואב ,
סגולה,45,0,166,0,212,0,88,0,48,0,85,0,644,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,2046,61,אשקלון ,61,אשקלון ,35,יואב ,
בית גוברין,37,0,131,0,129,0,82,0,49,0,49,0,477,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,619,61,אשקלון ,61,אשקלון ,35,יואב ,
ורדון,25,0,53,0,116,0,26,0,35,0,28,0,283,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,1133,61,אשקלון ,61,אשקלון ,35,יואב ,
אל-עזי,17,0,54,0,53,0,17,0,22,0,11,0,174,0,0,כפרי,#N/A,פריפריה,יואב ,אשקלון ,1339,61,אשקלון ,61,אשקלון ,35,יואב ,
קדמה,4,0,8,0,8,0,5,0,1,0,6,0,32,0,0,כפרי,יהודי,פריפריה,יואב ,אשקלון ,392,61,אשקלון ,61,אשקלון ,35,יואב ,
ניצן,276,0,787,0,933,0,232,0,203,0,202,0,"2,633",0,0,כפרי,יהודי חרדי,פריפריה,חוף אשקלון ,אשקלון ,351,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
ברכיה,146,0,312,0,435,0,119,0,103,0,124,0,"1,239",0,0,כפרי,יהודי חרדי,פריפריה,חוף אשקלון ,אשקלון ,746,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
כוכב מיכאל,88,0,341,0,335,0,192,0,65,0,166,0,"1,187",0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,824,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
זיקים,107,0,236,0,375,0,156,0,105,0,164,0,"1,143",0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,584,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
נתיב העשרה,78,0,264,0,364,0,187,0,67,0,128,0,"1,088",0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,1242,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
יד מרדכי,97,0,164,0,353,0,121,0,52,0,234,0,"1,021",0,0,כפרי,יהודי,פריפריה,חוף אשקלון ,אשקלון ,358,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
משען,79,0,216,0,332,0,116,0,117,0,122,0,982,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,791,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
ניר ישראל,71,0,224,0,290,0,134,0,50,0,141,0,910,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,699,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
בית שקמה,96,0,200,0,298,0,90,0,64,0,121,0,869,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,747,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
גיאה,74,0,211,0,254,0,120,0,53,0,144,0,856,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,706,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
הודיה,82,0,215,0,248,0,110,0,47,0,126,0,828,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,726,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
גברעם,110,0,199,0,268,0,71,0,31,0,68,0,747,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,342,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
כרמיה,70,0,176,0,254,0,87,0,52,0,82,0,721,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,768,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
בת הדר,46,0,178,0,252,0,104,0,66,0,73,0,719,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,1323,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
תלמי יפה,34,0,158,0,237,0,127,0,86,0,75,0,717,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,744,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
ניצנים,97,0,145,0,213,0,59,0,44,0,133,0,691,0,0,כפרי,יהודי,פריפריה,חוף אשקלון ,אשקלון ,359,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
ניצן ב',65,0,125,0,288,0,38,0,45,0,42,0,603,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,1419,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
מבקיעים,74,0,93,0,245,0,45,0,55,0,48,0,560,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,573,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
חלץ,47,0,119,0,164,0,80,0,53,0,85,0,548,0,0,כפרי,#N/A,פריפריה,חוף אשקלון ,אשקלון ,820,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
כפר סילבר,9,0,18,0,45,0,28,0,12,0,8,0,120,0,0,כפרי,יהודי,פריפריה,חוף אשקלון ,אשקלון ,107,61,אשקלון ,61,אשקלון ,36,חוף אשקלון ,
באר גנים,356,0,702,0,788,0,149,0,123,0,176,0,"2,294",0,0,כפרי,יהודי דתי,פריפריה,חוף אשקלון ,באר שבע ,1376,62,באר שבע ,61,אשקלון ,36,חוף אשקלון ,
ברור חיל,81,0,246,0,373,0,168,0,105,0,195,0,"1,168",0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,428,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
אור הנר,106,0,248,0,386,0,136,0,59,0,129,0,"1,064",0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,67,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
כפר עזה,99,0,149,0,412,0,93,0,94,0,145,0,992,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,845,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
מפלסים,77,0,157,0,388,0,104,0,100,0,158,0,984,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,668,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
איבים,74,0,276,0,443,0,78,0,28,0,25,0,924,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,338,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
דורות,91,0,192,0,315,0,82,0,38,0,176,0,894,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,336,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
רוחמה,73,0,176,0,244,0,102,0,37,0,182,0,814,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,362,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
יכיני,87,0,160,0,241,0,90,0,69,0,95,0,742,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,811,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
ניר עם,82,0,145,0,299,0,58,0,58,0,88,0,730,0,0,כפרי,יהודי,פריפריה,שער הנגב ,אשקלון ,348,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
גבים,66,0,132,0,253,0,94,0,68,0,75,0,688,0,0,כפרי,יהודי,פריפריה,שער הנגב ,אשקלון ,424,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
ארז,62,0,118,0,285,0,72,0,51,0,97,0,685,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,714,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
נחל עוז,56,0,105,0,200,0,70,0,38,0,71,0,540,0,0,כפרי,#N/A,פריפריה,שער הנגב ,אשקלון ,844,61,אשקלון ,61,אשקלון ,37,שער הנגב ,
עין הבשור,57,0,336,0,345,0,248,0,52,0,139,0,"1,177",0,0,כפרי,#N/A,פריפריה,אשכול ,באר שבע ,1240,62,באר שבע ,62,באר שבע ,38,אשכול ,
בארי,121,0,240,0,402,0,125,0,84,0,176,0,"1,148",0,0,כפרי,#N/A,פריפריה,אשכול ,באר שבע ,399,62,באר שבע ,62,באר שבע ,38,אשכול ,
נווה,229,0,438,0,309,0,55,0,21,0,9,0,"1,061",0,0,כפרי,יהודי חרדי,פריפריה,אשכול ,באר שבע ,1366,62,באר שבע ,62,באר שבע ,38,אשכול ,
בני נצרים,194,0,407,0,298,0,53,0,17,0,10,0,979,0,0,כפרי,יהודי דתי,פריפריה,אשכול ,באר שבע ,1363,62,באר שבע ,62,באר שבע ,38,אשכול ,
